state,avg_annual_rain_mm,avg_temp_c,avg_humidity_pct,coastal,mountainous,hazard_label
Kerala,2853,27.376075740840143,79,1,0,Flood
Assam,2911,25.285978402843078,82,0,1,Flood
Bihar,1311,29.118287846423737,67,0,0,Flood
Uttar Pradesh,889,29.477808950356216,57,0,0,Heatwave
Rajasthan,486,32.611797171195676,41,0,0,Drought
Gujarat,940,29.078583110985686,52,1,0,Drought
Odisha,1384,30.287069550524052,74,1,0,Cyclone
Andhra Pradesh,1020,30.07360174953957,79,1,0,Cyclone
Tamil Nadu,949,29.24134791338085,65,1,0,Cyclone
West Bengal,1600,29.159715136928828,78,1,0,Flood
Himachal Pradesh,1125,18.85335633562504,64,0,1,Landslide
Uttarakhand,1617,20.758960436724443,66,0,1,Landslide
Maharashtra,1256,28.116965228486606,61,0,0,Flood
Telangana,938,29.32961226807682,54,0,0,Heatwave
Karnataka,1193,26.679920355025914,74,1,0,Flood
Jharkhand,1412,28.432528103472684,67,0,0,Flood
Madhya Pradesh,1231,29.873847110100304,62,0,0,Heatwave
Punjab,502,26.80670006087111,53,0,0,Flood
Haryana,625,28.864777285780242,48,0,0,Heatwave
Delhi,531,28.259518535402478,51,0,0,Heatwave
Kerala,3059,28.923812450996387,79,1,0,Flood
Assam,2704,25.531314358094498,82,0,1,Flood
Bihar,1313,30.187535123696076,64,0,0,Flood
Uttar Pradesh,934,29.81728746169716,53,0,0,Heatwave
Rajasthan,570,32.7339191180032,49,0,0,Drought
Gujarat,856,29.466085799667486,51,1,0,Drought
Odisha,1574,30.28704949943139,79,1,0,Cyclone
Andhra Pradesh,1081,29.526389570993462,77,1,0,Cyclone
Tamil Nadu,896,29.055941382606086,74,1,0,Cyclone
West Bengal,1668,28.320436370842984,73,1,0,Flood
Himachal Pradesh,1153,17.075168316531215,58,0,1,Landslide
Uttarakhand,1536,19.820808125611087,66,0,1,Landslide
Maharashtra,1342,27.2546091376929,63,0,0,Flood
Telangana,970,30.825688683519807,58,0,0,Heatwave
Karnataka,1166,27.432544344836348,69,1,0,Flood
Jharkhand,1267,27.36511790516242,72,0,0,Flood
Madhya Pradesh,1132,29.709772315039356,61,0,0,Heatwave
Punjab,726,27.952666216209863,55,0,0,Flood
Haryana,537,27.49824890615367,54,0,0,Heatwave
Delhi,579,29.883719675008184,50,0,0,Heatwave
Kerala,2932,28.264719569243297,82,1,0,Flood
Assam,2965,26.54954500615747,84,0,1,Flood
Bihar,1230,30.20868651336299,66,0,0,Flood
Uttar Pradesh,867,29.087473949824503,55,0,0,Heatwave
Rajasthan,500,32.98233702804463,44,0,0,Drought
Gujarat,682,30.29893205204439,52,1,0,Drought
Odisha,1541,29.595855071343287,80,1,0,Cyclone
Andhra Pradesh,1135,29.86571729031131,75,1,0,Cyclone
Tamil Nadu,841,29.484699626076036,72,1,0,Cyclone
West Bengal,1635,29.264829948169446,80,1,0,Flood
Himachal Pradesh,1300,18.323950545210103,62,0,1,Landslide
Uttarakhand,1522,20.547136349004102,65,0,1,Landslide
Maharashtra,1267,28.656447780436913,68,0,0,Flood
Telangana,789,29.21050984542274,58,0,0,Heatwave
Karnataka,1134,26.944914167710166,69,1,0,Flood
Jharkhand,1375,28.08464910007137,68,0,0,Flood
Madhya Pradesh,952,28.349977749085603,63,0,0,Heatwave
Punjab,547,26.24062068690738,53,0,0,Flood
Haryana,726,28.130018803787628,51,0,0,Heatwave
Delhi,537,28.04741643723606,46,0,0,Heatwave
Kerala,2989,27.898544958969843,85,1,0,Flood
Assam,2799,25.816136639810903,75,0,1,Flood
Bihar,1087,29.92872021195839,69,0,0,Flood
Uttar Pradesh,1065,28.256835705959475,56,0,0,Heatwave
Rajasthan,538,31.605389537389527,44,0,0,Drought
Gujarat,671,30.32834182030429,51,1,0,Drought
Odisha,1331,30.706858480985566,78,1,0,Cyclone
Andhra Pradesh,1236,30.875944288635758,77,1,0,Cyclone
Tamil Nadu,960,29.71770113664186,67,1,0,Cyclone
West Bengal,1696,29.719948945917665,78,1,0,Flood
Himachal Pradesh,1153,17.62431630322296,62,0,1,Landslide
Uttarakhand,1458,20.08303031531019,62,0,1,Landslide
Maharashtra,1305,27.581155992257568,63,0,0,Flood
Telangana,861,29.93080590448992,51,0,0,Heatwave
Karnataka,1106,27.576386304427736,65,1,0,Flood
Jharkhand,1308,27.11684360109394,66,0,0,Flood
Madhya Pradesh,1052,28.135537894839256,61,0,0,Heatwave
Punjab,770,27.691288577986818,59,0,0,Flood
Haryana,733,27.610889072099233,50,0,0,Heatwave
Delhi,569,29.69157325534116,45,0,0,Heatwave
Kerala,3054,28.138885913774313,85,1,0,Flood
Assam,2679,26.071336701398508,78,0,1,Flood
Bihar,1287,30.603776052408403,69,0,0,Flood
Uttar Pradesh,1010,29.057825068341064,52,0,0,Heatwave
Rajasthan,675,31.91565818200325,45,0,0,Drought
Gujarat,907,30.984175674189704,52,1,0,Drought
Odisha,1529,30.201431492875788,80,1,0,Cyclone
Andhra Pradesh,998,29.746757227079023,72,1,0,Cyclone
Tamil Nadu,834,29.65806302027749,72,1,0,Cyclone
West Bengal,1691,28.528596573548413,77,1,0,Flood
Himachal Pradesh,1125,17.470902811858448,64,0,1,Landslide
Uttarakhand,1521,19.68892729960581,67,0,1,Landslide
Maharashtra,1088,27.55220493668604,65,0,0,Flood
Telangana,942,29.646736847794354,52,0,0,Heatwave
Karnataka,1270,27.533254329509724,68,1,0,Flood
Jharkhand,1179,28.382733764072196,68,0,0,Flood
Madhya Pradesh,960,29.190378574515414,63,0,0,Heatwave
Punjab,790,26.278952560871637,52,0,0,Flood
Haryana,486,28.36668859591515,54,0,0,Heatwave
Delhi,664,28.316005832139858,51,0,0,Heatwave
Kerala,2832,28.621714896965084,79,1,0,Flood
Assam,2730,25.424526006920587,81,0,1,Flood
Bihar,1068,30.956585459566295,63,0,0,Flood
Uttar Pradesh,1039,29.177458170672,58,0,0,Heatwave
Rajasthan,568,32.26773123168942,47,0,0,Drought
Gujarat,758,29.437738333541173,53,1,0,Drought
Odisha,1448,30.106720971207974,81,1,0,Cyclone
Andhra Pradesh,1187,29.30413234325755,74,1,0,Cyclone
Tamil Nadu,879,30.230584734122594,66,1,0,Cyclone
West Bengal,1635,28.197786579817514,81,1,0,Flood
Himachal Pradesh,1194,18.437038162872312,58,0,1,Landslide
Uttarakhand,1487,20.303198250357035,68,0,1,Landslide
Maharashtra,1111,28.066086308963214,69,0,0,Flood
Telangana,927,30.348654260270347,54,0,0,Heatwave
Karnataka,1276,27.338687574176873,69,1,0,Flood
Jharkhand,1163,27.196190338686712,73,0,0,Flood
Madhya Pradesh,1138,28.77666495912997,60,0,0,Heatwave
Punjab,711,26.119373954154028,50,0,0,Flood
Haryana,707,27.95263500686124,52,0,0,Heatwave
Delhi,474,29.097706728973055,45,0,0,Heatwave
Kerala,2964,28.90051117062201,82,1,0,Flood
Assam,2890,25.180070055724734,80,0,1,Flood
Bihar,1333,29.334069265307875,66,0,0,Flood
Uttar Pradesh,1008,29.52627565733873,52,0,0,Heatwave
Rajasthan,433,31.400857811948498,43,0,0,Drought
Gujarat,828,30.224504657931647,57,1,0,Drought
Odisha,1436,29.88635024592386,79,1,0,Cyclone
Andhra Pradesh,1110,29.57122384215616,71,1,0,Cyclone
Tamil Nadu,993,29.971463643218186,72,1,0,Cyclone
West Bengal,1693,29.926215265819494,78,1,0,Flood
Himachal Pradesh,1302,18.859056984304434,62,0,1,Landslide
Uttarakhand,1414,20.180073290833562,66,0,1,Landslide
Maharashtra,1335,27.912042323287004,61,0,0,Flood
Telangana,969,30.91599601347853,57,0,0,Heatwave
Karnataka,1221,27.66983523588844,74,1,0,Flood
Jharkhand,1418,28.8611525845405,68,0,0,Flood
Madhya Pradesh,1018,28.73319357349873,63,0,0,Heatwave
Punjab,586,26.814612559562242,51,0,0,Flood
Haryana,715,28.11304795021852,50,0,0,Heatwave
Delhi,730,28.722394116761638,49,0,0,Heatwave
Kerala,3070,28.959150134949514,84,1,0,Flood
Assam,2867,26.84926773278027,77,0,1,Flood
Bihar,1286,30.225949446607228,63,0,0,Flood
Uttar Pradesh,1021,29.23408167848314,57,0,0,Heatwave
Rajasthan,693,32.73454111149954,49,0,0,Drought
Gujarat,860,30.555546496722137,55,1,0,Drought
Odisha,1510,30.03065436078876,82,1,0,Cyclone
Andhra Pradesh,1162,30.686364883873267,77,1,0,Cyclone
Tamil Nadu,1009,30.979976278616874,72,1,0,Cyclone
West Bengal,1678,28.483285778249897,76,1,0,Flood
Himachal Pradesh,1367,17.343461738706324,64,0,1,Landslide
Uttarakhand,1650,20.41610340813434,67,0,1,Landslide
Maharashtra,1143,28.51749440041867,60,0,0,Flood
Telangana,917,30.11697452844575,56,0,0,Heatwave
Karnataka,1096,27.783668706937803,71,1,0,Flood
Jharkhand,1439,27.07233583487163,67,0,0,Flood
Madhya Pradesh,1043,29.33921158704445,59,0,0,Heatwave
Punjab,780,26.997891685454803,51,0,0,Flood
Haryana,452,27.577292220014158,54,0,0,Heatwave
Delhi,550,29.165756789731507,49,0,0,Heatwave
Kerala,2883,28.923313452181933,77,1,0,Flood
Assam,2826,26.80205768886354,75,0,1,Flood
Bihar,1348,29.008321654346634,65,0,0,Flood
Uttar Pradesh,1101,29.853758846463514,54,0,0,Heatwave
Rajasthan,573,32.17440337788981,42,0,0,Drought
Gujarat,859,30.08906343684126,59,1,0,Drought
Odisha,1524,29.925366857607735,76,1,0,Cyclone
Andhra Pradesh,968,29.132449442182057,74,1,0,Cyclone
Tamil Nadu,1017,29.432843446553075,74,1,0,Cyclone
West Bengal,1621,29.962679082517486,77,1,0,Flood
Himachal Pradesh,1201,18.60647257404427,63,0,1,Landslide
Uttarakhand,1575,20.026643553987604,61,0,1,Landslide
Maharashtra,1173,28.062228456075058,61,0,0,Flood
Telangana,1006,30.553281703346126,53,0,0,Heatwave
Karnataka,1126,27.859734541088887,74,1,0,Flood
Jharkhand,1158,27.69898068586342,73,0,0,Flood
Madhya Pradesh,1099,28.862261096414052,55,0,0,Heatwave
Punjab,511,27.196178595759196,57,0,0,Flood
Haryana,683,28.85368231149488,47,0,0,Heatwave
Delhi,747,29.60042848928273,47,0,0,Heatwave
Kerala,3059,28.88745973211467,84,1,0,Flood
Assam,2964,26.274586293849982,81,0,1,Flood
Bihar,1119,29.76740688396524,61,0,0,Flood
Uttar Pradesh,929,29.037435366880892,51,0,0,Heatwave
Rajasthan,688,32.71969439238295,43,0,0,Drought
Gujarat,825,30.90385461849332,57,1,0,Drought
Odisha,1382,30.20643730796203,80,1,0,Cyclone
Andhra Pradesh,1218,30.31361934951803,74,1,0,Cyclone
Tamil Nadu,1065,29.393691137530542,71,1,0,Cyclone
West Bengal,1732,29.308932430116037,77,1,0,Flood
Himachal Pradesh,1362,18.10280709917977,55,0,1,Landslide
Uttarakhand,1419,19.415786938971657,65,0,1,Landslide
Maharashtra,1273,27.628150644768713,66,0,0,Flood
Telangana,894,30.854308428723584,52,0,0,Heatwave
Karnataka,1248,27.037705338960937,66,1,0,Flood
Jharkhand,1217,27.86462360713057,71,0,0,Flood
Madhya Pradesh,1153,29.256832855460143,56,0,0,Heatwave
Punjab,723,27.950006327226788,59,0,0,Flood
Haryana,506,27.246514731792725,46,0,0,Heatwave
Delhi,660,28.769216389223573,54,0,0,Heatwave
Kerala,2854,27.964251450723044,82,1,0,Flood
Assam,2909,25.744814923757136,80,0,1,Flood
Bihar,1311,29.63362401652725,60,0,0,Flood
Uttar Pradesh,1082,29.063332133215503,53,0,0,Heatwave
Rajasthan,613,32.386416616781865,48,0,0,Drought
Gujarat,677,29.607988109388817,51,1,0,Drought
Odisha,1561,30.757487888824212,74,1,0,Cyclone
Andhra Pradesh,995,30.98752087905824,77,1,0,Cyclone
Tamil Nadu,1025,30.250928593791073,70,1,0,Cyclone
West Bengal,1753,29.972294585201286,79,1,0,Flood
Himachal Pradesh,1187,17.304124569948545,60,0,1,Landslide
Uttarakhand,1416,20.193008316971436,69,0,1,Landslide
Maharashtra,1298,28.699638277669646,66,0,0,Flood
Telangana,780,29.54524174802713,59,0,0,Heatwave
Karnataka,1174,27.353144122313605,66,1,0,Flood
Jharkhand,1246,27.09197968090209,71,0,0,Flood
Madhya Pradesh,1122,28.971786909542793,57,0,0,Heatwave
Punjab,608,27.689327800674842,52,0,0,Flood
Haryana,711,28.812607233277237,48,0,0,Heatwave
Delhi,603,28.78850953837374,52,0,0,Heatwave
Kerala,2784,28.07212425274549,84,1,0,Flood
Assam,2838,25.24347389984057,84,0,1,Flood
Bihar,1201,29.564266896891034,67,0,0,Flood
Uttar Pradesh,840,28.9478093677149,59,0,0,Heatwave
Rajasthan,658,32.96523274084101,40,0,0,Drought
Gujarat,859,30.798375207457475,54,1,0,Drought
Odisha,1504,29.527471988697222,80,1,0,Cyclone
Andhra Pradesh,1143,29.523518364189,78,1,0,Cyclone
Tamil Nadu,839,29.058776940784654,73,1,0,Cyclone
West Bengal,1806,29.986285622945974,79,1,0,Flood
Himachal Pradesh,1273,18.49182817020931,61,0,1,Landslide
Uttarakhand,1614,20.548229473543035,68,0,1,Landslide
Maharashtra,1083,28.381516991827425,64,0,0,Flood
Telangana,1041,30.580414384616358,55,0,0,Heatwave
Karnataka,1184,27.898629692516508,70,1,0,Flood
Jharkhand,1180,27.06387380063624,67,0,0,Flood
Madhya Pradesh,1056,29.70605462049925,58,0,0,Heatwave
Punjab,624,26.578822817815386,59,0,0,Flood
Haryana,677,28.214059968781672,49,0,0,Heatwave
Delhi,604,28.943544343083204,46,0,0,Heatwave
Kerala,3065,28.38624669986228,80,1,0,Flood
Assam,2944,25.453361544457216,80,0,1,Flood
Bihar,1172,30.112776338151143,64,0,0,Flood
Uttar Pradesh,874,29.544957608260663,52,0,0,Heatwave
Rajasthan,621,31.25635387105959,47,0,0,Drought
Gujarat,812,30.589018088709516,53,1,0,Drought
Odisha,1367,30.64758471064993,82,1,0,Cyclone
Andhra Pradesh,1170,30.47730265531301,72,1,0,Cyclone
Tamil Nadu,827,29.603476423542485,73,1,0,Cyclone
West Bengal,1865,29.34512548891957,73,1,0,Flood
Himachal Pradesh,1236,17.205375017685128,63,0,1,Landslide
Uttarakhand,1624,19.88166315149283,65,0,1,Landslide
Maharashtra,1073,28.07870019513079,69,0,0,Flood
Telangana,973,30.22369298425055,54,0,0,Heatwave
Karnataka,1030,26.87882163638579,71,1,0,Flood
Jharkhand,1279,27.628087953899634,68,0,0,Flood
Madhya Pradesh,1115,29.026180557010033,57,0,0,Heatwave
Punjab,691,26.298822798978666,55,0,0,Flood
Haryana,697,28.179348891193257,53,0,0,Heatwave
Delhi,753,29.11734765316318,51,0,0,Heatwave
Kerala,2959,27.04327626161908,80,1,0,Flood
Assam,2880,25.518734503183307,76,0,1,Flood
Bihar,1132,29.030043469122656,60,0,0,Flood
Uttar Pradesh,1012,28.942885113758386,51,0,0,Heatwave
Rajasthan,636,31.369473479521478,48,0,0,Drought
Gujarat,853,29.828469794510795,54,1,0,Drought
Odisha,1576,30.138433344188766,75,1,0,Cyclone
Andhra Pradesh,1185,29.181518018587347,74,1,0,Cyclone
Tamil Nadu,817,30.910643572688393,67,1,0,Cyclone
West Bengal,1614,28.011677959771248,77,1,0,Flood
Himachal Pradesh,1103,18.770189668413305,61,0,1,Landslide
Uttarakhand,1672,20.658393206669103,62,0,1,Landslide
Maharashtra,1113,27.04127876811296,63,0,0,Flood
Telangana,1042,30.053668204660195,59,0,0,Heatwave
Karnataka,1030,27.969755551486433,73,1,0,Flood
Jharkhand,1358,27.903258647569025,74,0,0,Flood
Madhya Pradesh,1066,29.346430925502943,61,0,0,Heatwave
Punjab,699,26.742833144886898,51,0,0,Flood
Haryana,496,27.117905008779605,52,0,0,Heatwave
Delhi,609,29.43343088968245,45,0,0,Heatwave
Kerala,3046,27.813614585159957,77,1,0,Flood
Assam,2704,26.87342663887144,80,0,1,Flood
Bihar,1181,29.56863187065186,64,0,0,Flood
Uttar Pradesh,1088,28.959158323323024,56,0,0,Heatwave
Rajasthan,597,32.389495283247854,49,0,0,Drought
Gujarat,753,30.973716921619403,52,1,0,Drought
Odisha,1330,30.55645582646396,76,1,0,Cyclone
Andhra Pradesh,1111,30.86708506702914,78,1,0,Cyclone
Tamil Nadu,877,30.3521372116113,73,1,0,Cyclone
West Bengal,1723,28.739558303724998,82,1,0,Flood
Himachal Pradesh,1383,17.611271544530375,62,0,1,Landslide
Uttarakhand,1542,20.915163747794995,63,0,1,Landslide
Maharashtra,1187,28.91434020447034,63,0,0,Flood
Telangana,1027,30.18465106471049,59,0,0,Heatwave
Karnataka,1132,27.921562520692298,70,1,0,Flood
Jharkhand,1440,27.523553544412128,70,0,0,Flood
Madhya Pradesh,1233,28.831358901879355,60,0,0,Heatwave
Punjab,621,27.23745123781827,50,0,0,Flood
Haryana,717,27.50840891083695,52,0,0,Heatwave
Delhi,587,28.095343345098094,49,0,0,Heatwave
Kerala,2798,27.816426990875357,83,1,0,Flood
Assam,2891,26.864342039848296,83,0,1,Flood
Bihar,1315,29.293520846553132,69,0,0,Flood
Uttar Pradesh,1061,29.04100362705496,51,0,0,Heatwave
Rajasthan,407,31.612429972612496,45,0,0,Drought
Gujarat,949,29.69165479884793,59,1,0,Drought
Odisha,1337,30.982463983430094,73,1,0,Cyclone
Andhra Pradesh,1054,30.505042066843995,72,1,0,Cyclone
Tamil Nadu,1070,30.69934325441979,68,1,0,Cyclone
West Bengal,1607,28.19317927165931,79,1,0,Flood
Himachal Pradesh,1240,17.370294197617255,55,0,1,Landslide
Uttarakhand,1437,20.80241950043909,60,0,1,Landslide
Maharashtra,1298,28.993616537141143,66,0,0,Flood
Telangana,807,29.017820898807265,58,0,0,Heatwave
Karnataka,1248,26.785204424633463,71,1,0,Flood
Jharkhand,1410,27.666632538730767,72,0,0,Flood
Madhya Pradesh,1096,29.557336799114992,61,0,0,Heatwave
Punjab,599,26.83706958787278,59,0,0,Flood
Haryana,480,28.269490014725868,45,0,0,Heatwave
Delhi,689,28.307252756246964,48,0,0,Heatwave
Kerala,2999,27.489324041220986,85,1,0,Flood
Assam,2800,25.45240593402827,75,0,1,Flood
Bihar,1187,30.03890593517063,63,0,0,Flood
Uttar Pradesh,995,28.657773557205648,53,0,0,Heatwave
Rajasthan,522,32.470148534471086,43,0,0,Drought
Gujarat,799,29.751675893570674,55,1,0,Drought
Odisha,1418,30.69068065239367,82,1,0,Cyclone
Andhra Pradesh,1035,30.1841786144357,74,1,0,Cyclone
Tamil Nadu,830,29.145397271836043,70,1,0,Cyclone
West Bengal,1686,28.259308353851573,81,1,0,Flood
Himachal Pradesh,1328,17.54266121006673,55,0,1,Landslide
Uttarakhand,1558,20.972534812511554,62,0,1,Landslide
Maharashtra,1214,27.288276477312884,64,0,0,Flood
Telangana,882,29.831368262323178,59,0,0,Heatwave
Karnataka,1148,26.889382467152117,68,1,0,Flood
Jharkhand,1397,27.869628390091282,67,0,0,Flood
Madhya Pradesh,968,28.87127081320229,58,0,0,Heatwave
Punjab,598,26.340104437140504,54,0,0,Flood
Haryana,511,28.11953319836335,54,0,0,Heatwave
Delhi,572,28.766255954961345,54,0,0,Heatwave
Kerala,2887,28.754448177153826,84,1,0,Flood
Assam,2950,26.50557464839061,81,0,1,Flood
Bihar,1075,29.362236508871977,64,0,0,Flood
Uttar Pradesh,965,29.648106403677026,58,0,0,Heatwave
Rajasthan,650,31.486413653497692,42,0,0,Drought
Gujarat,907,30.674930069661194,58,1,0,Drought
Odisha,1479,29.983684892067124,82,1,0,Cyclone
Andhra Pradesh,1227,29.58956016940632,70,1,0,Cyclone
Tamil Nadu,1056,29.160056487808745,68,1,0,Cyclone
West Bengal,1607,29.65235993516719,75,1,0,Flood
Himachal Pradesh,1357,17.693969963571,58,0,1,Landslide
Uttarakhand,1506,20.751356163252886,68,0,1,Landslide
Maharashtra,1183,27.7101176921096,61,0,0,Flood
Telangana,787,29.17289956423744,54,0,0,Heatwave
Karnataka,1034,27.302496459512117,65,1,0,Flood
Jharkhand,1280,28.336998222934895,66,0,0,Flood
Madhya Pradesh,1048,28.1889662828042,61,0,0,Heatwave
Punjab,566,27.882899070695437,50,0,0,Flood
Haryana,583,27.997617758066024,49,0,0,Heatwave
Delhi,540,28.10441544403982,45,0,0,Heatwave
Kerala,3016,27.996323473565674,83,1,0,Flood
Assam,2955,25.68329620983115,79,0,1,Flood
Bihar,1273,30.82266746672788,67,0,0,Flood
Uttar Pradesh,1026,29.074214305358815,53,0,0,Heatwave
Rajasthan,494,32.28410682180922,43,0,0,Drought
Gujarat,699,30.434955794449632,52,1,0,Drought
Odisha,1557,30.055772922849286,75,1,0,Cyclone
Andhra Pradesh,1210,30.465875717455624,76,1,0,Cyclone
Tamil Nadu,935,30.442277459589164,67,1,0,Cyclone
West Bengal,1699,29.144986586330745,82,1,0,Flood
Himachal Pradesh,1358,17.53400945963339,55,0,1,Landslide
Uttarakhand,1505,20.166340225025348,61,0,1,Landslide
Maharashtra,1084,28.387627351008987,64,0,0,Flood
Telangana,913,29.748228156436245,56,0,0,Heatwave
Karnataka,1219,26.611999394175378,73,1,0,Flood
Jharkhand,1316,27.47932990784847,72,0,0,Flood
Madhya Pradesh,1088,28.821777715849496,58,0,0,Heatwave
Punjab,577,26.239571064283293,57,0,0,Flood
Haryana,692,28.964461540091914,47,0,0,Heatwave
Delhi,569,29.287301833940976,48,0,0,Heatwave
Kerala,2902,28.10079413671764,85,1,0,Flood
Assam,2961,25.478878588361304,81,0,1,Flood
Bihar,1286,29.00946376367088,64,0,0,Flood
Uttar Pradesh,1038,28.8545951543162,59,0,0,Heatwave
Rajasthan,616,31.042650860497282,47,0,0,Drought
Gujarat,750,30.68598389282668,55,1,0,Drought
Odisha,1418,29.699318598997678,81,1,0,Cyclone
Andhra Pradesh,965,29.735547199576327,74,1,0,Cyclone
Tamil Nadu,881,29.80370072574429,66,1,0,Cyclone
West Bengal,1736,28.509747188445857,76,1,0,Flood
Himachal Pradesh,1337,18.332729149111568,55,0,1,Landslide
Uttarakhand,1497,20.934205521661923,66,0,1,Landslide
Maharashtra,1214,28.21312602558559,66,0,0,Flood
Telangana,826,30.902411348188757,59,0,0,Heatwave
Karnataka,1124,26.446924773735937,68,1,0,Flood
Jharkhand,1219,27.12571589310414,73,0,0,Flood
Madhya Pradesh,1134,28.85874331925978,59,0,0,Heatwave
Punjab,682,27.48511235863321,58,0,0,Flood
Haryana,468,27.005248928299366,50,0,0,Heatwave
Delhi,701,28.26963427271502,51,0,0,Heatwave
Kerala,3065,28.269086428947098,78,1,0,Flood
Assam,2830,25.072086703069644,82,0,1,Flood
Bihar,1212,29.112754375464384,66,0,0,Flood
Uttar Pradesh,1092,29.511741897828532,57,0,0,Heatwave
Rajasthan,637,32.47805816136067,48,0,0,Drought
Gujarat,751,29.617372818253934,58,1,0,Drought
Odisha,1585,30.163239667994112,79,1,0,Cyclone
Andhra Pradesh,1073,29.04674486510143,76,1,0,Cyclone
Tamil Nadu,1057,30.108681783729452,66,1,0,Cyclone
West Bengal,1753,29.04571977005858,77,1,0,Flood
Himachal Pradesh,1382,17.281673352902796,58,0,1,Landslide
Uttarakhand,1666,20.617790674450276,63,0,1,Landslide
Maharashtra,1115,27.788074383035905,66,0,0,Flood
Telangana,795,30.925340802260628,58,0,0,Heatwave
Karnataka,1050,26.449897225111712,66,1,0,Flood
Jharkhand,1205,27.295464234714007,68,0,0,Flood
Madhya Pradesh,1030,29.32677947227835,58,0,0,Heatwave
Punjab,759,27.421538507416955,53,0,0,Flood
Haryana,673,27.36523638972507,52,0,0,Heatwave
Delhi,687,28.05357255828368,47,0,0,Heatwave
Kerala,3046,28.705925629971617,83,1,0,Flood
Assam,2912,25.695696808482257,76,0,1,Flood
Bihar,1250,30.033966619491487,61,0,0,Flood
Uttar Pradesh,1078,29.585832730841563,51,0,0,Heatwave
Rajasthan,558,32.97246038715614,45,0,0,Drought
Gujarat,781,29.327726457551464,53,1,0,Drought
Odisha,1436,30.6865347360359,75,1,0,Cyclone
Andhra Pradesh,1106,30.044185744133888,79,1,0,Cyclone
Tamil Nadu,1051,29.807237857310252,68,1,0,Cyclone
West Bengal,1818,28.38349967363404,73,1,0,Flood
Himachal Pradesh,1358,18.00337260875646,56,0,1,Landslide
Uttarakhand,1637,19.663891145526,66,0,1,Landslide
Maharashtra,1265,27.202574782515264,61,0,0,Flood
Telangana,814,29.148345931188405,55,0,0,Heatwave
Karnataka,1273,26.00172427166967,72,1,0,Flood
Jharkhand,1239,28.839834083177564,69,0,0,Flood
Madhya Pradesh,1123,29.816637624480723,58,0,0,Heatwave
Punjab,680,26.36354078405457,50,0,0,Flood
Haryana,505,27.789296193475273,48,0,0,Heatwave
Delhi,607,28.030700571646594,50,0,0,Heatwave
Kerala,2852,28.135769357755763,82,1,0,Flood
Assam,2864,25.789121748067064,80,0,1,Flood
Bihar,1299,30.40979206941442,65,0,0,Flood
Uttar Pradesh,989,28.411062620904392,59,0,0,Heatwave
Rajasthan,623,32.26085994186175,45,0,0,Drought
Gujarat,727,29.776999701221335,54,1,0,Drought
Odisha,1561,30.574793527480463,75,1,0,Cyclone
Andhra Pradesh,1122,30.408166579411475,76,1,0,Cyclone
Tamil Nadu,809,30.6505109259368,72,1,0,Cyclone
West Bengal,1731,28.281296941278054,73,1,0,Flood
Himachal Pradesh,1291,18.965480068313155,62,0,1,Landslide
Uttarakhand,1550,19.20025631553131,63,0,1,Landslide
Maharashtra,1232,27.094835911905346,62,0,0,Flood
Telangana,803,29.534758929847058,59,0,0,Heatwave
Karnataka,1115,26.232086083139183,67,1,0,Flood
Jharkhand,1170,27.13944284239384,74,0,0,Flood
Madhya Pradesh,1119,29.93880338019374,63,0,0,Heatwave
Punjab,731,27.34159124071054,57,0,0,Flood
Haryana,562,28.26331478806272,52,0,0,Heatwave
Delhi,601,29.670522639081288,47,0,0,Heatwave
Kerala,2991,28.732711832177756,86,1,0,Flood
Assam,2847,25.77072045637451,79,0,1,Flood
Bihar,1267,29.219051662970905,61,0,0,Flood
Uttar Pradesh,1002,29.657839666186614,57,0,0,Heatwave
Rajasthan,542,32.45482794213478,49,0,0,Drought
Gujarat,734,30.806983852985425,57,1,0,Drought
Odisha,1314,29.10168782977735,81,1,0,Cyclone
Andhra Pradesh,1067,30.394544037973223,74,1,0,Cyclone
Tamil Nadu,975,30.453608177349363,68,1,0,Cyclone
West Bengal,1678,29.928480285298072,79,1,0,Flood
Himachal Pradesh,1173,18.733722491371164,62,0,1,Landslide
Uttarakhand,1542,20.931498966375724,68,0,1,Landslide
Maharashtra,1333,28.329265918276707,66,0,0,Flood
Telangana,834,30.64207689329368,57,0,0,Heatwave
Karnataka,1178,27.582663571474445,65,1,0,Flood
Jharkhand,1239,27.85522746772058,71,0,0,Flood
Madhya Pradesh,1121,29.737791837859287,55,0,0,Heatwave
Punjab,735,26.5563005962766,55,0,0,Flood
Haryana,729,27.348605957370932,45,0,0,Heatwave
Delhi,749,29.826840371178967,47,0,0,Heatwave
Kerala,2778,28.6668287274099,85,1,0,Flood
Assam,2812,25.100882957182577,78,0,1,Flood
Bihar,1101,29.813349385012415,63,0,0,Flood
Uttar Pradesh,1001,29.91871441772911,58,0,0,Heatwave
Rajasthan,496,32.91464627746226,48,0,0,Drought
Gujarat,832,30.49507150702314,56,1,0,Drought
Odisha,1405,30.26476959918864,79,1,0,Cyclone
Andhra Pradesh,1095,29.216653611542892,70,1,0,Cyclone
Tamil Nadu,947,30.881351534121418,69,1,0,Cyclone
West Bengal,1698,28.25701198058597,81,1,0,Flood
Himachal Pradesh,1356,18.313994962626992,62,0,1,Landslide
Uttarakhand,1484,20.731857216678364,60,0,1,Landslide
Maharashtra,1276,27.768852902316222,61,0,0,Flood
